date,base_volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2019-09-01,19545.404843,188513289.12235728,191324.0,11545.610598,111464034.38112412
2019-09-02,44740.248093,448462178.6303809,354155.0,25140.296125,251933840.30794755
2019-09-03,47998.376781,505617667.3992669,416076.0,24734.303264,260488377.88812712
2019-09-04,43943.889026,463526509.325937,383457.0,22244.067656,234731325.60204145
2019-09-05,33970.960639,358861340.7897901,309846.0,16535.147807,174901090.47337496
2019-09-06,58799.640959,623662984.3843306,455334.0,29952.944427,318275724.07277405
2019-09-07,27637.877392,287851131.1802577,272011.0,14673.489216,152825898.95080233
2019-09-08,23984.672018,249900964.3715313,237752.0,10588.592458,110370036.72549054
2019-09-09,39835.727608,409724831.9471227,330459.0,18729.472684,192814736.82347485
2019-09-10,28915.412225,294323839.5070076,286763.0,13432.256822,136876441.42321572
2019-09-11,31953.824562,321637085.47650874,309120.0,16583.813097,167086058.18780476
2019-09-12,34511.162755,353390090.9677773,317881.0,18550.853202,190066356.88701728
2019-09-13,30280.339776,311632094.2561885,304947.0,16763.854663,172561765.6530662
2019-09-14,23621.533519,244063007.0902248,253929.0,13495.986691,139491411.26572925
2019-09-15,18047.654013,185853330.43704256,194733.0,8221.803055,84690636.88555922
2019-09-16,28971.401657,296325130.1709013,274368.0,13385.302253,137008707.88664532
2019-09-17,22914.324563,233944812.560508,287483.0,11195.430673,114314296.20572507
2019-09-18,24250.249303,247024351.5979917,299466.0,11753.109111,119777298.85924058
2019-09-19,44826.282579,447676492.9840264,429727.0,22623.287763,226404409.6823671
2019-09-20,25088.491069,255205290.2118373,267032.0,12054.384888,122687240.60518864
2019-09-21,20544.175196,206034034.50803515,245439.0,9285.851479,93152981.29234466
2019-09-22,22049.275256,220133631.6128417,253713.0,11200.611921,111864717.13240464
2019-09-23,31937.232356,314390584.6264613,332817.0,14940.112496,147108768.54457945
2019-09-24,94007.345203,838996309.1611282,748712.0,42986.253127,383608082.5686317
2019-09-25,60783.892258,512437200.3611044,544806.0,30489.471994,257118054.5490336
2019-09-26,67930.853749,552794530.8666819,522062.0,33363.51365,271728779.6995455
2019-09-27,43882.924625,352800745.2079286,369518.0,23224.861135,186790633.03646183
2019-09-28,34473.605165,280672404.6804955,319113.0,18215.039863,148326185.32000545
2019-09-29,31544.211388,253660600.3252929,322501.0,15507.400781,124764250.17575432
2019-09-30,55865.48726,449120676.8427603,455556.0,29052.010951,233783108.2316931
2019-10-01,43479.58742,363040860.0000876,387712.0,22520.155804,188075198.9756879
2019-10-02,26243.386644,216325351.8586446,261430.0,13652.36085,112568257.1336314
2019-10-03,30488.284058,250291751.2714139,281307.0,15321.407535,125826457.09252052
2019-10-04,26476.330404,215325611.68221503,259012.0,13236.810255,107708233.74574783
2019-10-05,21907.615564,177252877.0029691,237769.0,10620.069822,85943843.84390093
2019-10-06,34676.104049,275447898.032875,325795.0,16437.310141,130619830.6335686
2019-10-07,52202.072297,420921679.8442632,482605.0,28088.649704,226592301.6438216
2019-10-08,35452.657423,290675248.1414453,395685.0,16893.73714,138551354.17557934
2019-10-09,55038.704378,462845251.8136103,537805.0,29211.87169,245678414.8292902
2019-10-10,39137.946167,333925412.3041418,406932.0,20587.713971,175682847.81235147
2019-10-11,50405.284418,424413201.5329322,471818.0,24618.017135,207347909.9759768
2019-10-12,21339.334098,177707852.5948189,280633.0,11644.429544,96979920.3984342
2019-10-13,27840.739953,232149438.3639587,320051.0,14035.914654,117101482.9046443
2019-10-14,29810.663253,247530733.18003485,345679.0,15273.003755,126831374.41473168
2019-10-15,32773.062476,270727559.7770109,399447.0,16822.940015,139031758.65565604
2019-10-16,34733.593966,279586845.5362139,421026.0,17198.827976,138510455.77691367
2019-10-17,29656.949158,238343204.48251528,356490.0,15922.046058,127960055.04589143
2019-10-18,31353.181416,248931322.1008505,399783.0,15692.63445,124639536.56963076
2019-10-19,26627.889388,211909734.13572004,349746.0,13886.838244,110541248.1750374
2019-10-20,34286.452654,275899861.65387124,396091.0,18042.423677,145235373.21216157
2019-10-21,30448.679539,250117281.63661337,367169.0,16584.000384,136247602.03863662
2019-10-22,34651.828663,283535483.41051364,384699.0,16767.036824,137253195.95826292
2019-10-23,63897.457098,488220760.6464156,610241.0,28473.730302,217502083.43670303
2019-10-24,32714.383265,243246414.9489239,403778.0,16705.376355,124225722.47547963
2019-10-25,90748.218174,737329544.8835196,775418.0,49588.976612,402740312.18785393
2019-10-26,162588.585413,1522244166.4108484,1185369.0,81590.336531,764040095.621218
2019-10-27,93833.541604,887438297.7462667,799978.0,47320.55467,447629005.3965627
2019-10-28,80174.217323,759178942.9488419,681128.0,39754.681501,376584590.21858096
2019-10-29,64158.462446,600611324.6356996,559589.0,32787.049174,307062268.4199179
2019-10-30,55241.786434,506584830.0313323,524035.0,27416.561748,251452283.2053046
2019-10-31,54376.024902,498152743.7348088,490183.0,27252.203536,249802680.66380805
2019-11-01,43594.814115,398803069.00908464,478002.0,22843.605042,209045155.8809569
2019-11-02,28923.060828,268119579.73009112,325421.0,15316.187863,141991067.1533321
2019-11-03,27894.378279,256664259.66219145,326024.0,13611.806558,125328511.00426772
2019-11-04,45894.456277,426792003.1749065,453749.0,24741.815925,230142613.2075244
2019-11-05,45935.873665,428156963.0785469,492885.0,22809.239558,212668961.3761961
2019-11-06,37336.170372,348607499.83121693,402997.0,18947.024127,176929534.86037746
2019-11-07,39117.470853,361217475.0583465,401984.0,19603.523572,181092296.0400377
2019-11-08,62107.289243,555589995.993586,567331.0,30046.129291,268900339.26312256
2019-11-09,29469.481405,259733491.8299089,326730.0,14990.422246,132136096.26889738
2019-11-10,34422.029797,307316853.90375423,375946.0,17722.19709,158219187.66195828
2019-11-11,44888.053545,394585996.3292871,415982.0,22111.943057,194310323.8567873
2019-11-12,40366.629471,352675938.430593,406765.0,20225.03456,176773688.17197934
2019-11-13,26810.116918,235060554.1241016,281593.0,13524.993035,118583622.59890504
2019-11-14,33468.468961,290104306.95303315,337019.0,16272.816785,141092283.63703057
2019-11-15,46087.417751,394708981.3155723,423919.0,22568.290117,193359510.7614677
2019-11-16,20902.299752,177222838.38564816,231473.0,10703.629784,90759494.93371467
2019-11-17,27009.037082,229995700.81158423,259594.0,13607.516179,115878483.61499643
2019-11-18,43017.69094,358706174.82521844,366263.0,20525.116924,171255974.96099597
2019-11-19,43556.061025,353463792.04443395,357382.0,21816.725084,177061624.17883486
2019-11-20,32466.23098,263387575.485922,288843.0,16751.186459,135913703.28376597
2019-11-21,58418.780261,455166676.2781802,430062.0,26902.369851,209669250.00512213
2019-11-22,126603.140259,917881536.262084,817604.0,60867.912182,441369226.6062732
2019-11-23,50449.894755,364446217.3737604,414045.0,25882.631466,187044325.0693693
2019-11-24,67890.206483,481922941.3269758,446014.0,33387.528695,237048588.0634904
2019-11-25,119645.735197,831628458.304907,679721.0,60533.393613,421590444.0656638
2019-11-26,65722.39769,469602476.91268086,433933.0,33301.349941,237985219.12113363
2019-11-27,92452.87349,671646609.1695509,582055.0,47058.028744,342164140.1831574
2019-11-28,56933.981109,427572714.9456008,388953.0,28876.708952,216954965.9916893
2019-11-29,60745.300873,463006956.68515146,412929.0,31576.88619,240751084.86781707
2019-11-30,46989.433619,358749026.3607554,346506.0,23743.610337,181318684.7679096
2019-12-01,60769.342313,446524917.2059704,420573.0,31120.002932,228709227.474782
2019-12-02,46330.25604,337889295.510181,326881.0,24043.616393,175417845.9677707
2019-12-03,33149.477487,242379261.1043476,265391.0,16639.294837,121693871.29329205
2019-12-04,83153.701586,608670609.9747069,516250.0,41870.640469,306646928.0153291
2019-12-05,59306.678855,434738864.7840125,430359.0,30794.874009,225785929.45196423
2019-12-06,48189.087944,356905919.0155599,367854.0,25901.014334,191894551.37719464
2019-12-07,31498.684173,237000924.85530463,263592.0,16179.184922,121730405.77530764
2019-12-08,29856.897631,223314325.61846468,257514.0,15295.64625,114410839.18893658
2019-12-09,46621.887493,347471155.4826833,359648.0,23733.126317,176936408.77023646
2019-12-10,49723.76214,363127435.39551663,439637.0,24739.064153,180700991.4476017
2019-12-11,30093.091944,217095653.86658925,268269.0,15475.539172,111646214.45842431
2019-12-12,42288.600932,303657479.492691,331414.0,20847.384026,149736412.31992897
2019-12-13,27609.873795,199836160.23365223,252135.0,14299.033256,103507284.73033176
2019-12-14,29561.985967,211004228.015854,276819.0,14397.273743,102799669.53690346
2019-12-15,26395.778137,187402764.5635311,262651.0,13778.880146,97846824.91339022
2019-12-16,43863.993059,307508569.8925137,371202.0,21512.688371,150883357.87501082
2019-12-17,53865.069929,364087469.8222779,454097.0,26510.453951,179268531.68762407
2019-12-18,95636.651251,654057202.1588289,714073.0,49843.650817,341707270.92404455
2019-12-19,55509.049075,397407677.0585651,439761.0,27456.528272,196558003.60942763
2019-12-20,32132.069205,229842650.4214953,312766.0,16641.052689,119044689.29161473
2019-12-21,19467.174028,139069157.0864577,212162.0,10119.761012,72297064.99889134
2019-12-22,39137.45515,285577206.9406348,356612.0,20625.436732,150554135.68143037
2019-12-23,68051.997203,510710431.7668604,530669.0,33444.243772,251116788.7252932
2019-12-24,43629.494188,318428019.0009099,384678.0,21552.751206,157326354.03834856
2019-12-25,27492.044323,198273303.10954583,289924.0,14433.038991,104115922.41287488
2019-12-26,36259.761076,263289798.9561876,337695.0,18887.865665,137178762.7893365
2019-12-27,33642.701861,242214722.72289035,297262.0,16882.396768,121593559.33506627
2019-12-28,26848.982199,196322192.4380019,272607.0,13894.476242,101598406.02770424
2019-12-29,31387.106085,231731575.8282169,283213.0,15999.777828,118139507.92862746
2019-12-30,29605.911782,216508875.51767525,279033.0,13768.256664,100676879.90295008
2019-12-31,25954.453533,187518399.34504,251976.0,12595.930347,91036201.1378344
2020-01-01,16792.388165,121214452.11606228,194010.0,8946.955535,64597785.21233434
2020-01-02,31951.483932,225982341.3011403,302667.0,15141.61134,107060829.07806464
2020-01-03,68428.500451,495098582.9620354,519854.0,35595.496273,257713113.8517286
2020-01-04,29987.974977,219874240.9399481,279370.0,16369.382248,120035111.72407164
2020-01-05,38331.085604,284848683.7891762,329209.0,19455.369564,144600094.38965073
2020-01-06,54635.695316,413330481.2260492,449937.0,28853.76777,218411610.65942463
2020-01-07,91171.684661,724202791.1429626,685315.0,46192.111549,366866967.6139318
2020-01-08,112622.64264,926410232.6045058,830375.0,55071.109514,453284250.4545396
2020-01-09,64239.51983,507258250.4748796,478800.0,31645.759221,249899679.33440104
2020-01-10,82406.777448,652774220.388437,606101.0,42361.755307,335845385.67483306
2020-01-11,54810.032667,445034349.564702,469131.0,27916.124974,226716001.44288608
2020-01-12,38131.494336,309351920.45885,350662.0,19718.541096,159972663.9929187
2020-01-13,31159.755683,252656965.3581501,289144.0,15215.226501,123407351.91807936
2020-01-14,120399.126742,1032735180.8658738,915328.0,62492.096676,536081638.0541857
2020-01-15,84816.297606,743712237.2790816,764048.0,42493.551026,372770745.1792992
2020-01-16,51991.074284,451752380.2810811,543064.0,25996.30135,225914888.3777724
2020-01-17,70897.737377,629568740.707009,676403.0,36139.808845,320997160.95891666
2020-01-18,38294.746545,340852837.9160803,458182.0,19421.295313,172895403.23974317
2020-01-19,70676.889259,623950864.2762928,615665.0,33655.943241,297282818.0931591
2020-01-20,38896.639746,336447837.0018059,385006.0,19453.863782,168293007.48754647
2020-01-21,36494.687659,316056704.984738,365621.0,18731.871637,162303157.94279355
2020-01-22,29080.557138,252638888.2149255,317424.0,14477.157512,125794389.99554266
2020-01-23,48165.944597,407428808.675337,464805.0,23287.712444,196965082.0404137
2020-01-24,41687.529529,349874174.79003936,407271.0,21293.489586,178752179.11477745
2020-01-25,25521.157932,212869245.6358978,283118.0,13076.752786,109098245.22427256
2020-01-26,31130.485164,263941925.272999,332612.0,15797.911267,133936210.1435635
2020-01-27,53973.542996,473194952.8044688,514196.0,28592.326521,250794158.80919072
2020-01-28,74584.853765,676593159.4823396,616678.0,38852.363246,352558461.2153821
2020-01-29,53864.065122,503188568.8363578,492545.0,26615.651329,248688826.4111904
2020-01-30,60626.744259,569652869.8196837,529570.0,30852.55545,290043577.4392868
2020-01-31,45552.022352,425779010.40653664,428547.0,22482.470899,210150300.2222744
2020-02-01,28578.067354,268137739.9933375,334972.0,14679.126305,137764121.89168733
2020-02-02,45690.91254,428064088.6904683,446558.0,22588.40606,211808205.79156947
2020-02-03,50892.133451,476379993.4924724,492124.0,24781.397696,232065946.538542
2020-02-04,53308.175266,491136137.2107625,528930.0,26103.432307,240571508.2401516
2020-02-05,64870.415615,613540574.7818311,661758.0,35375.605202,334620486.1373669
2020-02-06,64949.706588,631245079.8223811,682179.0,32143.454647,312506614.3866246
2020-02-07,43966.114632,430744860.1814393,582249.0,22733.988186,222761439.9557888
2020-02-08,43600.843666,427781790.200816,514573.0,22664.381837,222438123.8466874
2020-02-09,43408.475616,437441704.90539634,536848.0,22408.277327,225799470.0027466
2020-02-10,59573.084619,590091358.442907,690308.0,28618.883245,283509329.4368132
2020-02-11,62422.395224,624970415.4054742,710170.0,31905.31642,319373572.872505
2020-02-12,61008.06393,629756037.5160786,857655.0,31141.8077,321525481.5414018
2020-02-13,79344.358759,815507473.735361,932802.0,38475.272548,395629173.0386233
2020-02-14,47038.480173,482455622.0036259,622310.0,23697.005493,243079257.3055149
2020-02-15,57657.202947,580845331.1747847,739781.0,26758.580323,269731775.5031557
2020-02-16,60023.999537,592584876.9040861,708070.0,29406.136839,290482773.25193715
2020-02-17,70261.011901,680009637.6159953,778058.0,33221.839241,321724146.0973482
2020-02-18,70604.124019,696870122.812608,723413.0,37303.996326,368380176.64872575
2020-02-19,55162.586895,547679966.9292257,588760.0,25457.91648,253188749.12823528
2020-02-20,60152.342914,576020107.4626018,667387.0,29843.208875,285816414.8781603
2020-02-21,42181.554524,408286949.8035292,470599.0,21645.267614,209532434.5763331
2020-02-22,24636.757623,237544283.22525856,319961.0,13267.246511,127929552.9975982
2020-02-23,37702.089843,371815095.46744496,441935.0,20035.250549,197592792.8624695
2020-02-24,55796.59612,542081527.6408329,589384.0,26426.930644,256859539.02050737
2020-02-25,54379.344552,514946930.5660231,579079.0,26318.934158,249358678.88131347
2020-02-26,92130.345482,830717784.379095,871018.0,41928.874809,378197861.5816549
2020-02-27,72483.578762,636955872.7625463,696646.0,35410.014492,311229361.68385184
2020-02-28,71155.208977,615664817.0103912,655727.0,35295.606135,305533926.9847335
2020-02-29,36748.183035,318585951.9885324,414175.0,18916.854559,164044036.86872095
2020-03-01,43892.201779,375729315.25408256,472019.0,21838.368866,186962259.7068905
2020-03-02,60401.31773,528906629.5628192,564535.0,31213.080602,273395227.9483244
2020-03-03,55154.997282,484181096.3229557,512762.0,26954.229745,236655810.14459231
2020-03-04,38696.482578,338849891.9529354,454817.0,19279.33119,168832874.50723547
2020-03-05,58201.866355,524102029.20478296,619552.0,30482.082171,274387102.9108894
2020-03-06,43782.948044,397598476.4205629,493216.0,22296.560506,202484342.2211721
2020-03-07,45422.204525,409983263.789138,485400.0,22281.715855,201161181.30473223
2020-03-08,77537.315166,656931544.7821604,740741.0,34843.607849,295351474.4354491
2020-03-09,116968.863268,918787729.0855838,929234.0,58020.957927,455866837.3046225
2020-03-10,86783.443875,689700153.4490932,737528.0,43673.584024,347117049.3619673
2020-03-11,79942.411172,624465167.3648188,699401.0,40497.892738,316442882.7597013
2020-03-12,261505.608653,1628590104.2222133,1770812.0,119298.006197,743481672.2037649
2020-03-13,402201.673764,2063819540.638995,2309830.0,197511.954273,1017423855.7557492
2020-03-14,136910.135974,736651880.9210789,1106125.0,66104.019729,356020329.8521769
2020-03-15,139916.146534,753755706.4268771,1037714.0,70540.65095,380499471.94982266
2020-03-16,227276.92276,1113690309.1015868,1608176.0,108901.967366,533857910.81658685
2020-03-17,150089.926318,793147908.2684973,1069217.0,74698.374254,394902319.1241586
2020-03-18,137127.634894,719748122.45302,962843.0,65106.067778,341970839.5779824
2020-03-19,199020.873439,1164739707.514236,1403608.0,99011.947011,579536547.7582244
2020-03-20,219298.329514,1401734013.175202,1580069.0,104719.63918,670117999.1481416
2020-03-21,128913.668363,794962136.6384171,990974.0,63326.096852,390737241.11380976
2020-03-22,119115.990527,722895653.5100615,952259.0,57189.898349,347411876.3609581
2020-03-23,164674.215785,1015525672.0743864,1099406.0,84136.011728,519197453.1358876
2020-03-24,151138.009878,1001890515.2399886,1012669.0,72781.817328,482659188.5527676
2020-03-25,132155.734989,880250736.9079887,912179.0,63515.16835,423439621.6406946
2020-03-26,83026.555211,552537189.4793514,668467.0,41123.410506,273834254.4669247
2020-03-27,82914.968354,551326113.8552039,643631.0,38439.272216,255910741.8176017
2020-03-28,93159.693429,577986706.1289365,725588.0,44960.523438,279053353.63500285
2020-03-29,63311.627714,383707122.5009629,496709.0,29080.967922,176336037.90451324
2020-03-30,118889.549992,747569726.4544197,784034.0,58863.312983,370039956.0073812
2020-03-31,72337.595259,465780496.6224872,538231.0,34730.902334,223650665.2498105
2020-04-01,97500.7524,618527468.8341641,758061.0,49161.370195,312180122.9802661
2020-04-02,149299.906871,1014494762.4416422,1101043.0,74722.163748,508095825.9586769
2020-04-03,104080.276939,710254017.1002722,840456.0,51077.938671,348762338.666862
2020-04-04,72990.861139,495076283.5209041,659051.0,36419.056684,247173793.29146552
2020-04-05,49685.356983,337062083.0020279,506433.0,23875.578312,162008820.3887751
2020-04-06,118052.000832,837357664.6519214,956586.0,59322.208873,420706756.20827895
2020-04-07,103585.168918,757201786.6976632,924436.0,48811.267789,357008427.7255391
2020-04-08,76059.145838,555122600.2750258,750516.0,39000.552565,284685809.77746606
2020-04-09,61094.872417,444741085.9037586,686207.0,28801.892851,209718590.1428961
2020-04-10,104674.623375,727281590.7719399,949050.0,47958.960805,333222230.69815034
2020-04-11,45470.293206,311699573.516674,484618.0,21157.128381,145036158.54711846
2020-04-12,73868.666501,516235035.18651134,648323.0,35637.958687,249206873.1827196
2020-04-13,96415.476573,649390681.2485026,804179.0,44648.492187,300780988.70993096
2020-04-14,69068.623285,474794776.19211113,608665.0,32019.322337,220122993.7265764
2020-04-15,61571.384994,416947490.6156957,581374.0,29866.89225,202324176.1600371
2020-04-16,125009.857539,865277543.3946934,971163.0,63251.204331,438475139.1082971
2020-04-17,54126.509763,382334236.16947895,537554.0,25973.970677,183489537.174534
2020-04-18,49488.542819,354845083.77618897,494670.0,23980.644731,171950110.370116
2020-04-19,45664.86393,326485586.9317383,483574.0,21519.030976,153854417.3706887
2020-04-20,90149.49137,629612368.7476892,785174.0,40427.515933,282531224.312811
2020-04-21,60109.710808,411800606.0815972,555797.0,27732.164398,190003705.32072505
2020-04-22,61486.377334,431271646.17559904,508659.0,28258.859922,198241315.96185333
2020-04-23,102773.569561,756320213.5858521,881099.0,52475.598541,386041564.8244507
2020-04-24,60182.119939,452118137.7940016,601093.0,29412.509143,220931579.3206532
2020-04-25,43874.427726,331292050.77197313,521943.0,21111.140946,159480178.37989962
2020-04-26,50522.616209,384202783.2747096,554480.0,24707.494225,187939788.77144253
2020-04-27,65441.339576,504025811.6512535,637800.0,31594.106596,243380424.90896013
2020-04-28,46302.752638,357391780.93076265,499414.0,21305.50136,164468534.08844885
2020-04-29,183546.887514,1536390177.044949,1433128.0,91462.005617,765292175.0671884
2020-04-30,206277.214124,1839283907.46252,1661554.0,99484.476377,887675398.177694
2020-05-01,91468.815059,805640126.6308705,865960.0,44763.354481,394216389.9038655
2020-05-02,59002.08755,523838859.5442492,637884.0,30400.353449,269917468.3416013
2020-05-03,90126.065643,808427095.9321591,877460.0,44321.3704,397824441.8012372
2020-05-04,84418.512331,738343818.6939254,848802.0,39118.380222,342180074.58001775
2020-05-05,76480.765342,683083018.8779808,812543.0,37454.518379,334700993.4328503
2020-05-06,105925.30242,972793508.4649074,1007661.0,51189.790893,470167656.5656032
2020-05-07,147154.611378,1409783462.0063643,1254835.0,74602.193112,715407978.1961043
2020-05-08,100683.7964,997005843.7404792,967816.0,46207.637594,457701324.85886586
2020-05-09,81950.679567,795001351.6797023,839384.0,36738.679244,356475632.6589254
2020-05-10,183865.182028,1594996476.975637,1565771.0,84376.580774,731417660.3519951
2020-05-11,168807.251832,1468392820.7608037,1367382.0,81474.595067,708958944.1586587
2020-05-12,86522.780066,760195457.0509586,784859.0,40570.317401,356508014.1884676
2020-05-13,92466.274018,839725719.9602077,869216.0,43648.354655,396713970.0443314
2020-05-14,129565.37747,1247456797.8136663,1199530.0,63438.510993,611313934.3913236
2020-05-15,115890.761516,1099721375.8919058,1055630.0,55397.123434,525813199.3366492
2020-05-16,59587.627862,560547005.0259086,692028.0,28861.3682,271542836.2138013
2020-05-17,68647.764323,663088800.815278,722718.0,34734.034993,335478915.9764369
2020-05-18,82006.603583,797622297.3261683,794292.0,40242.842986,391957586.2005776
2020-05-19,78539.760454,760713946.0085461,773581.0,37821.719308,366745428.20816094
2020-05-20,74923.73809,721190802.7634026,731189.0,33481.796678,322416331.9624527
2020-05-21,108928.780969,1002046265.9412596,951971.0,49914.081138,459089374.1688796
2020-05-22,58943.131024,537847834.4967086,693694.0,28987.315896,264538897.2590252
2020-05-23,43526.296966,400407195.6289224,512460.0,21377.616332,196682791.1759357
2020-05-24,70379.86645,636787240.3733248,774088.0,32046.411444,290362268.4721472
2020-05-25,62833.910949,553545285.9140139,733557.0,30771.888744,271166770.9449384
2020-05-26,58299.770138,516455128.89068806,678304.0,28242.170083,250278944.16497475
2020-05-27,68910.355514,624660855.780037,662850.0,33532.620265,304057334.99150485
2020-05-28,74110.787662,693930106.1813825,738725.0,37974.899609,355720464.8630843
2020-05-29,57374.362961,542758086.6064702,593705.0,26819.212894,253696538.73175293
2020-05-30,55665.27254,530598690.0714505,651290.0,29252.679904,279016030.1311799
2020-05-31,48333.786403,461272298.8525205,651473.0,22778.001169,217450165.0180633
2020-06-01,76649.12696,749707596.6593573,826964.0,41530.412317,406777189.2831498
2020-06-02,108970.773151,1070060237.1302092,1004312.0,49354.907969,485973112.1935189
2020-06-03,46252.644939,441928818.0430156,562784.0,22656.30815,216537558.0168512
2020-06-04,57456.100969,557234945.6467389,665881.0,28778.237371,279263924.70782906
2020-06-05,47788.05005,465200788.2036338,566062.0,22329.107119,217444468.9505285
2020-06-06,32752.950893,315604867.2361491,435796.0,15832.693765,152610794.9455491
2020-06-07,57952.848385,556919603.7915448,637766.0,28426.595129,273242856.19134754
2020-06-08,40664.664125,395459395.8213372,485139.0,19744.039124,192037951.04548973
2020-06-09,46024.001289,447208895.8386983,551863.0,21901.19095,212965408.6778281
2020-06-10,47130.762982,462384305.3511993,560909.0,23128.161032,226982635.61915445
2020-06-11,94418.98473,902075648.5453848,966502.0,40972.064749,391689549.6579659
2020-06-12,50119.066932,472007894.3756753,553203.0,24344.81637,229325970.87113217
2020-06-13,27759.784851,261673162.2584724,392763.0,13531.007214,127577168.31734002
2020-06-14,30055.506608,282131272.3800662,415568.0,14465.416151,135811554.06421557
2020-06-15,86107.924707,793518842.5509845,839521.0,41630.747529,384031123.1817288
2020-06-16,52052.446927,494458269.1397911,543481.0,25692.839625,244097412.8828076
2020-06-17,48046.411152,453209812.2257806,536158.0,22842.831276,215532725.63392767
2020-06-18,37381.953765,351649555.0725387,475074.0,17940.405253,168801558.37933227
2020-06-19,45330.983673,423086965.1927383,503484.0,22055.969046,205898368.3401492
2020-06-20,30329.065384,282120360.5567526,382778.0,15125.081769,140741525.62068328
2020-06-21,24316.926234,227467940.6102112,321015.0,11779.797182,110215504.55537862
2020-06-22,57895.468343,550995799.0694704,588704.0,30738.200375,292712778.1434761
2020-06-23,41031.02938,395487616.460878,474319.0,19112.606216,184247416.84941235
2020-06-24,61571.561464,579426702.7966821,572362.0,26903.544061,253131387.5999213
2020-06-25,55831.619156,514396747.4047828,536205.0,26546.395563,244659133.8850236
2020-06-26,50292.298277,461347064.8295031,510947.0,23307.903475,213866832.83863124
2020-06-27,46290.930113,419606802.2372014,499415.0,21056.87686,191013780.26087573
2020-06-28,30688.176421,278721674.9221112,374404.0,14982.804528,136093615.8190654
2020-06-29,42120.293261,384206326.4706804,434299.0,20449.097796,186542867.41056207
2020-06-30,31463.162801,287781334.5170158,328083.0,15267.747467,139674651.10276634
2020-07-01,38488.528699,354087627.1696612,374832.0,19068.831705,175429466.2892198
2020-07-02,45725.168076,417724468.8873568,470292.0,21637.630489,197709875.2481568
2020-07-03,28943.420177,263123750.46717235,343189.0,13719.524517,124722413.0676146
2020-07-04,26441.968484,240576054.91572312,335225.0,13588.8196,123666216.06517516
2020-07-05,34073.653627,308410443.6592152,384500.0,16276.23427,147339875.53843993
2020-07-06,54463.132277,502548376.20946366,533540.0,28132.942222,259636973.335946
2020-07-07,34587.336678,320576525.3553498,433481.0,16284.849002,150931441.59977534
2020-07-08,56140.517781,525344876.6999235,652605.0,28067.680642,262723969.14964065
2020-07-09,48044.450645,447640493.54432976,575491.0,22644.915501,210991009.74510145
2020-07-10,38295.494006,352238898.7694825,525484.0,18360.613168,168904319.25502697
2020-07-11,22561.366,208410250.5095937,413452.0,10815.473293,99921646.88340026
2020-07-12,30872.702286,285591381.4915314,484875.0,14980.187704,138584259.00133508
2020-07-13,42740.069115,396614086.79627,642552.0,19689.443337,182734051.9507144
2020-07-14,45772.552509,421789086.4549474,613139.0,21666.536951,199673293.75001955
2020-07-15,39053.579665,360201683.4948052,554780.0,17977.679747,165822998.03166476
2020-07-16,43375.571191,395883667.0248003,681807.0,20410.130009,186271268.49276468
2020-07-17,28054.358741,256360345.57676792,470991.0,13397.537805,122434361.70789556
2020-07-18,22554.541457,206628105.3627889,430377.0,11502.704829,105387979.46391492
2020-07-19,26052.019417,238521988.0313255,440449.0,12873.373493,117870221.4249293
2020-07-20,35458.764082,325297289.27265835,557096.0,16527.692886,151623269.70394644
2020-07-21,60413.582486,563360524.7994282,782959.0,29470.512051,274802209.580128
2020-07-22,48815.004107,457776105.6155714,663029.0,23362.19379,219166005.90788165
2020-07-23,51856.2335,494282948.7336824,735371.0,24461.265468,233235064.19448093
2020-07-24,43931.136205,419240263.5218282,677725.0,20416.299973,194861143.5855291
2020-07-25,40679.545416,391431695.7168218,675222.0,19626.608893,188907762.7521463
2020-07-26,65279.269319,644607634.4817771,945611.0,33748.331807,333445554.97564465
2020-07-27,150188.933144,1580355372.0991795,1901088.0,76650.610051,806266386.3887895
2020-07-28,97267.734187,1065375500.1891888,1475636.0,46575.430534,510271018.989564
2020-07-29,76838.094233,853242253.6158237,1127302.0,36218.477065,402507227.0888237
2020-07-30,60794.826456,669779541.8872834,879960.0,28272.698765,311567992.0035252
2020-07-31,70063.660974,786344325.8552314,971584.0,34068.143365,382632611.4413553
2020-08-01,85087.485126,987817017.3186326,1174252.0,40523.733524,470714480.0111347
2020-08-02,97553.077604,1105757335.5281618,1459900.0,45974.786415,521934340.8317661
2020-08-03,56931.841475,641127593.2614517,919185.0,27133.035136,305554713.93730706
2020-08-04,58629.113709,658084242.6797222,863692.0,27861.615661,312734273.7930188
2020-08-05,74970.256852,861433645.4244397,964637.0,36130.384551,415113460.07729
2020-08-06,63529.08502,746479211.7155949,919918.0,30044.203297,353083043.8420358
2020-08-07,65755.926022,767005529.2821208,940045.0,29993.01871,349862123.7491068
2020-08-08,41858.16104,489087264.3602809,779318.0,20448.352618,238996465.9277036
2020-08-09,41493.067342,483708602.8963804,853386.0,19031.223314,221877538.8072692
2020-08-10,84952.337887,1009169063.3832128,1340835.0,42058.722455,499909664.3216916
2020-08-11,90748.284634,1049615697.1379416,1343979.0,41221.961009,476990926.5770558
2020-08-12,64909.613644,743303608.0999826,1104096.0,30943.672114,354308405.99191445
2020-08-13,70132.491502,809611114.2132484,1243382.0,34841.790602,402381474.7504298
2020-08-14,59818.852697,702273220.6964158,1011746.0,28464.669553,334192256.65110326
